invoice_id,outlet_id,invoice_date,due_date,invoice_amount,paid_date,paid_amount,outstanding,aging_days,status
INV8788710,OUT5463,2025-12-02,2026-01-01,284984,2026-01-06,284984,0,0,Paid
INV4091889,OUT5464,2025-08-03,2025-09-17,121017,2025-09-14,121017,0,0,Paid
INV6677885,OUT5464,2026-02-26,2026-04-12,426967,2026-05-05,426967,0,0,Paid
INV4016138,OUT5464,2025-06-30,2025-08-14,340985,2025-08-30,340985,0,0,Paid
INV6107514,OUT5464,2025-11-06,2025-12-21,368793,2025-12-31,368793,0,0,Paid
INV5648374,OUT5464,2026-02-25,2026-04-11,186784,2026-05-07,186784,0,0,Paid
INV2427373,OUT5464,2025-09-02,2025-10-17,34047,2025-10-14,34047,0,0,Paid
INV414733,OUT5465,2026-01-18,2026-02-02,30979,2026-01-28,30979,0,0,Paid
INV5518632,OUT5465,2025-07-28,2025-08-12,253890,2025-08-10,253890,0,0,Paid
INV4111218,OUT5465,2026-05-27,2026-06-11,381663,2026-06-08,381663,0,0,Paid
INV3468688,OUT5465,2025-12-18,2026-01-02,89179,2026-01-04,89179,0,0,Paid
INV6833396,OUT5465,2026-03-03,2026-03-18,30301,2026-04-02,30301,0,0,Paid
INV6119398,OUT5465,2025-12-19,2026-01-03,477702,2026-01-08,477702,0,0,Paid
INV4222815,OUT5465,2025-12-03,2025-12-18,145304,2025-12-26,145304,0,0,Paid
INV1053258,OUT5465,2026-04-16,2026-05-01,259049,,0,259049,54,Bad Debt
INV3980135,OUT5465,2025-07-26,2025-08-10,52227,,0,52227,318,Bad Debt
INV331492,OUT5466,2026-05-08,2026-05-15,153097,2026-05-13,153097,0,0,Paid
INV5235922,OUT5466,2025-11-22,2025-11-29,258807,2025-12-06,258807,0,0,Paid
INV3060372,OUT5466,2026-04-30,2026-05-07,101463,2026-05-12,101463,0,0,Paid
INV4001725,OUT5466,2026-02-16,2026-02-23,194734,2026-03-21,194734,0,0,Paid
INV2469283,OUT5466,2025-10-28,2025-11-04,40115,,0,40115,232,Bad Debt
INV1898348,OUT5466,2026-04-29,2026-05-06,27008,2026-05-01,27008,0,0,Paid
INV6926754,OUT5466,2026-01-16,2026-01-23,221921,2026-02-06,221921,0,0,Paid
INV7920761,OUT5466,2025-07-20,2025-07-27,178019,2025-08-15,178019,0,0,Paid
INV9335207,OUT5467,2025-07-20,2025-08-04,188376,,0,188376,324,Bad Debt
INV7408889,OUT5467,2025-12-14,2025-12-29,164817,2025-12-25,164817,0,0,Paid
INV7848718,OUT5467,2025-07-07,2025-07-22,260377,2025-07-22,260377,0,0,Paid
INV2353407,OUT5467,2025-08-31,2025-09-15,298593,2025-09-30,298593,0,0,Paid
INV7111530,OUT5468,2026-03-25,2026-04-09,135572,2026-04-21,135572,0,0,Paid
INV8507150,OUT5468,2026-01-04,2026-01-19,357625,2026-02-17,357625,0,0,Paid
INV8655043,OUT5468,2025-11-30,2025-12-15,107634,2025-12-13,107634,0,0,Paid
INV3304793,OUT5468,2025-10-19,2025-11-03,216804,2025-11-07,216804,0,0,Paid
INV8092740,OUT5468,2026-02-07,2026-02-22,284869,2026-02-18,284869,0,0,Paid
INV7956095,OUT5468,2025-11-18,2025-12-03,40376,2025-12-23,40376,0,0,Paid
INV3187215,OUT5468,2026-03-05,2026-03-20,467050,2026-04-13,467050,0,0,Paid
INV6964618,OUT5468,2025-08-06,2025-08-21,294868,2025-08-31,294868,0,0,Paid
INV7899718,OUT5469,2025-07-24,2025-08-08,371245,2025-09-01,371245,0,0,Paid
INV9868605,OUT5469,2025-11-13,2025-11-28,386351,2025-12-18,386351,0,0,Paid
INV7269096,OUT5469,2025-06-30,2025-07-15,12162,2025-07-26,12162,0,0,Paid
INV6880407,OUT5469,2025-08-16,2025-08-31,98827,2025-09-06,98827,0,0,Paid
INV4538831,OUT5469,2026-03-27,2026-04-11,296315,2026-04-13,296315,0,0,Paid
INV4939805,OUT5469,2025-11-03,2025-11-18,223575,2025-12-17,223575,0,0,Paid
INV8457961,OUT5469,2026-04-24,2026-05-09,114722,,0,114722,46,Outstanding
INV7629355,OUT5470,2025-09-05,2025-09-05,450398,2025-09-23,450398,0,0,Paid
INV3367163,OUT5470,2026-03-04,2026-03-04,239452,2026-03-22,239452,0,0,Paid
INV7476308,OUT5470,2026-03-29,2026-03-29,460804,2026-04-06,460804,0,0,Paid
INV8014596,OUT5470,2025-09-10,2025-09-10,198173,,0,198173,287,Outstanding
INV8360365,OUT5470,2026-01-19,2026-01-19,253743,2026-02-09,253743,0,0,Paid
INV5219515,OUT5470,2025-07-10,2025-07-10,87468,2025-07-24,87468,0,0,Paid
INV6073779,OUT5471,2026-05-14,2026-07-13,326017,,0,326017,-19,Overdue
INV1259844,OUT5471,2025-08-10,2025-10-09,150426,2025-10-15,150426,0,0,Paid
INV1704462,OUT5471,2025-06-23,2025-08-22,255617,,0,255617,306,Bad Debt
INV5437435,OUT5471,2026-01-01,2026-03-02,443288,2026-03-27,443288,0,0,Paid
INV2903450,OUT5471,2025-07-11,2025-09-09,469746,2025-09-21,469746,0,0,Paid
INV813620,OUT5472,2026-05-22,2026-05-22,220701,2026-06-15,220701,0,0,Paid
INV8870426,OUT5472,2026-05-27,2026-05-27,456107,2026-06-24,456107,0,0,Paid
INV2975028,OUT5472,2025-08-29,2025-08-29,81548,2025-09-19,81548,0,0,Paid
INV8976058,OUT5472,2025-07-18,2025-07-18,324176,2025-08-17,324176,0,0,Paid
INV746774,OUT5472,2025-11-02,2025-11-02,389083,2025-11-23,389083,0,0,Paid
INV345702,OUT5473,2026-04-04,2026-04-04,339759,2026-05-02,339759,0,0,Paid
INV5127691,OUT5473,2025-10-20,2025-10-20,279213,2025-10-26,279213,0,0,Paid
INV491378,OUT5473,2026-02-07,2026-02-07,258359,2026-02-03,258359,0,0,Paid
INV3672194,OUT5473,2025-10-07,2025-10-07,38378,2025-10-29,38378,0,0,Paid
INV2041361,OUT5473,2026-04-26,2026-04-26,36556,,0,36556,59,Overdue
INV7998355,OUT5473,2026-02-04,2026-02-04,76731,2026-02-23,76731,0,0,Paid
INV5240325,OUT5473,2026-06-20,2026-06-20,362273,2026-07-19,362273,0,0,Paid
INV504888,OUT5474,2025-09-23,2025-11-07,416867,2025-12-07,416867,0,0,Paid
INV9133868,OUT5474,2026-03-14,2026-04-28,407099,2026-05-17,407099,0,0,Paid
INV3068039,OUT5474,2025-12-11,2026-01-25,106591,2026-02-14,106591,0,0,Paid
INV6708685,OUT5474,2025-09-16,2025-10-31,192035,2025-11-11,192035,0,0,Paid
INV6741796,OUT5474,2025-08-09,2025-09-23,211581,2025-10-17,211581,0,0,Paid
INV294800,OUT5474,2026-04-01,2026-05-16,195597,2026-05-30,195597,0,0,Paid
INV7305300,OUT5474,2025-10-25,2025-12-09,384805,2025-12-16,384805,0,0,Paid
INV5045706,OUT5474,2026-03-22,2026-05-06,103856,,0,103856,49,Outstanding
INV6685279,OUT5474,2026-01-19,2026-03-05,342955,2026-03-10,342955,0,0,Paid
INV9693677,OUT5475,2026-03-01,2026-03-01,244093,2026-03-18,244093,0,0,Paid
INV8709567,OUT5475,2025-11-03,2025-11-03,386780,2025-10-29,386780,0,0,Paid
INV9423776,OUT5475,2025-08-01,2025-08-01,111038,2025-07-28,111038,0,0,Paid
INV8470707,OUT5475,2025-11-14,2025-11-14,274031,2025-11-30,274031,0,0,Paid
INV1621886,OUT5475,2026-01-04,2026-01-04,295967,2026-02-03,295967,0,0,Paid
INV2058219,OUT5475,2026-02-28,2026-02-28,127924,2026-03-20,127924,0,0,Paid
INV5879973,OUT5475,2025-08-11,2025-08-11,487599,2025-09-08,487599,0,0,Paid
INV390948,OUT5475,2026-03-19,2026-03-19,62289,,0,62289,97,Bad Debt
INV2401004,OUT5475,2025-12-26,2025-12-26,436135,2026-01-23,436135,0,0,Paid
INV8588809,OUT5475,2026-04-10,2026-04-10,237745,,0,237745,75,Outstanding
INV7646432,OUT5476,2026-03-03,2026-04-17,342363,2026-04-29,342363,0,0,Paid
INV6596401,OUT5476,2025-12-02,2026-01-16,255579,2026-01-22,255579,0,0,Paid
INV7259033,OUT5476,2025-12-20,2026-02-03,136460,2026-02-02,136460,0,0,Paid
INV9959087,OUT5476,2026-05-26,2026-07-10,223759,,0,223759,-16,Bad Debt
INV9270692,OUT5476,2026-02-23,2026-04-09,488505,2026-04-05,488505,0,0,Paid
INV5405902,OUT5476,2026-02-19,2026-04-05,486897,,0,486897,80,Bad Debt
INV3644581,OUT5476,2026-03-29,2026-05-13,230451,2026-06-12,230451,0,0,Paid
INV3963062,OUT5476,2026-01-10,2026-02-24,95169,2026-03-07,95169,0,0,Paid
INV4056342,OUT5477,2025-07-02,2025-07-17,185530,2025-07-28,185530,0,0,Paid
INV6579441,OUT5477,2025-06-23,2025-07-08,452518,2025-07-26,452518,0,0,Paid
INV9846870,OUT5477,2025-08-11,2025-08-26,270527,,0,270527,302,Overdue
INV4531222,OUT5477,2025-10-27,2025-11-11,197685,2025-12-09,197685,0,0,Paid
INV948253,OUT5477,2026-03-25,2026-04-09,110182,2026-05-06,110182,0,0,Paid
INV7007058,OUT5477,2025-07-18,2025-08-02,76087,2025-08-11,76087,0,0,Paid
INV950368,OUT5478,2025-12-10,2026-01-09,441864,,0,441864,166,Overdue
INV2425748,OUT5478,2025-10-23,2025-11-22,196399,2025-11-18,196399,0,0,Paid
INV7481413,OUT5478,2025-07-31,2025-08-30,120557,2025-08-31,120557,0,0,Paid
INV344767,OUT5478,2026-06-07,2026-07-07,143023,2026-08-06,143023,0,0,Paid
INV9197123,OUT5478,2025-11-07,2025-12-07,150227,2025-12-04,150227,0,0,Paid
INV9223949,OUT5479,2025-12-08,2025-12-15,38970,2025-12-15,38970,0,0,Paid
INV29261,OUT5479,2026-01-16,2026-01-23,265667,2026-02-07,265667,0,0,Paid
INV5451671,OUT5479,2025-09-29,2025-10-06,379934,2025-10-31,379934,0,0,Paid
INV1916179,OUT5479,2025-07-25,2025-08-01,282289,2025-08-24,282289,0,0,Paid
INV4719034,OUT5479,2025-11-28,2025-12-05,108367,2025-12-13,108367,0,0,Paid
INV9629471,OUT5479,2026-05-01,2026-05-08,300689,2026-06-06,300689,0,0,Paid
INV6110202,OUT5479,2025-11-28,2025-12-05,45779,2025-12-11,45779,0,0,Paid
INV4220391,OUT5480,2025-08-19,2025-08-19,416276,2025-08-23,416276,0,0,Paid
INV5422614,OUT5480,2026-05-19,2026-05-19,150750,,0,150750,36,Outstanding
INV5946560,OUT5480,2025-06-23,2025-06-23,147732,2025-06-18,147732,0,0,Paid
INV476481,OUT5480,2026-03-04,2026-03-04,343954,2026-03-10,343954,0,0,Paid
INV7472422,OUT5480,2026-01-01,2026-01-01,269329,2026-01-25,269329,0,0,Paid
INV4598314,OUT5481,2025-12-16,2026-01-15,407667,2026-01-17,407667,0,0,Paid
INV30746,OUT5481,2025-12-29,2026-01-28,157769,2026-02-04,157769,0,0,Paid
INV9572650,OUT5481,2025-12-14,2026-01-13,255803,2026-01-19,255803,0,0,Paid
INV367260,OUT5481,2025-09-16,2025-10-16,446646,2025-11-13,446646,0,0,Paid
INV3331697,OUT5481,2026-06-16,2026-07-16,20084,2026-07-19,20084,0,0,Paid
INV2829874,OUT5481,2025-10-11,2025-11-10,22765,2025-11-11,22765,0,0,Paid
INV911861,OUT5481,2026-05-16,2026-06-15,138032,2026-07-11,138032,0,0,Paid
INV7182777,OUT5481,2026-04-03,2026-05-03,259588,2026-05-07,259588,0,0,Paid
INV5274345,OUT5481,2025-10-30,2025-11-29,401716,2025-12-16,401716,0,0,Paid
INV5958902,OUT5481,2025-10-17,2025-11-16,83978,,0,83978,220,Bad Debt
INV9633747,OUT5482,2025-07-01,2025-08-30,467537,,0,467537,298,Bad Debt
INV4211614,OUT5482,2025-07-25,2025-09-23,301037,2025-10-18,301037,0,0,Paid
INV2832710,OUT5482,2025-10-31,2025-12-30,314699,2026-01-25,314699,0,0,Paid
INV279195,OUT5482,2026-02-26,2026-04-27,98591,2026-05-19,98591,0,0,Paid
INV8575709,OUT5482,2025-07-28,2025-09-26,181683,2025-10-09,181683,0,0,Paid
INV5720552,OUT5482,2026-05-24,2026-07-23,366963,,0,366963,-29,Overdue
INV9908521,OUT5482,2026-01-01,2026-03-02,78816,2026-03-29,78816,0,0,Paid
INV9916801,OUT5482,2026-01-12,2026-03-13,378350,2026-03-11,378350,0,0,Paid
INV6639386,OUT5482,2026-05-04,2026-07-03,30474,2026-07-07,30474,0,0,Paid
INV160664,OUT5482,2026-01-16,2026-03-17,275941,2026-03-21,275941,0,0,Paid
INV8906683,OUT5483,2025-08-19,2025-10-18,455100,2025-11-06,455100,0,0,Paid
INV8571195,OUT5483,2026-05-18,2026-07-17,362911,,0,362911,-23,Outstanding
INV5176545,OUT5483,2025-09-07,2025-11-06,197998,2025-11-09,197998,0,0,Paid
INV2863241,OUT5484,2026-05-29,2026-06-13,202870,2026-06-13,202870,0,0,Paid
INV5065317,OUT5484,2026-03-06,2026-03-21,138547,2026-04-07,138547,0,0,Paid
INV595264,OUT5484,2026-04-09,2026-04-24,108249,2026-04-29,108249,0,0,Paid
INV1325578,OUT5484,2025-07-07,2025-07-22,369256,,0,369256,337,Outstanding
INV8506830,OUT5484,2025-07-03,2025-07-18,281191,2025-07-23,281191,0,0,Paid
INV7032468,OUT5484,2025-09-11,2025-09-26,101910,2025-10-07,101910,0,0,Paid
INV7162408,OUT5484,2025-09-10,2025-09-25,212373,,0,212373,272,Bad Debt
INV9000276,OUT5484,2025-11-19,2025-12-04,155872,2025-12-16,155872,0,0,Paid
INV4818906,OUT5485,2026-04-19,2026-04-19,202660,2026-05-08,202660,0,0,Paid
INV4681777,OUT5485,2025-09-20,2025-09-20,278685,2025-09-29,278685,0,0,Paid
INV6254040,OUT5485,2026-05-26,2026-05-26,188985,2026-06-11,188985,0,0,Paid
INV3158757,OUT5485,2025-09-27,2025-09-27,96267,2025-10-13,96267,0,0,Paid
INV5200121,OUT5485,2025-08-13,2025-08-13,258274,2025-08-31,258274,0,0,Paid
INV7649420,OUT5485,2026-01-29,2026-01-29,193131,,0,193131,146,Bad Debt
INV4257816,OUT5485,2026-02-01,2026-02-01,90833,2026-02-02,90833,0,0,Paid
INV9592478,OUT5485,2025-10-30,2025-10-30,261631,2025-11-13,261631,0,0,Paid
INV8971184,OUT5486,2026-01-05,2026-01-05,383367,2026-01-02,383367,0,0,Paid
INV993250,OUT5486,2025-09-10,2025-09-10,196134,2025-09-14,196134,0,0,Paid
INV5683057,OUT5486,2025-12-06,2025-12-06,84946,2025-12-17,84946,0,0,Paid
INV5829900,OUT5486,2025-07-31,2025-07-31,239496,2025-08-22,239496,0,0,Paid
INV6681567,OUT5486,2026-05-25,2026-05-25,205161,,0,205161,30,Overdue
INV9102645,OUT5486,2026-03-31,2026-03-31,102851,2026-04-05,102851,0,0,Paid
INV9015174,OUT5487,2025-08-26,2025-10-10,161251,2025-10-13,161251,0,0,Paid
INV2863505,OUT5487,2026-05-24,2026-07-08,413210,2026-07-26,413210,0,0,Paid
INV4862784,OUT5487,2026-01-03,2026-02-17,378258,2026-03-07,378258,0,0,Paid
INV7779158,OUT5487,2026-02-19,2026-04-05,48855,2026-05-04,48855,0,0,Paid
INV5634905,OUT5487,2025-08-14,2025-09-28,469807,2025-10-11,469807,0,0,Paid
INV9167266,OUT5487,2025-07-12,2025-08-26,125892,2025-09-16,125892,0,0,Paid
INV1779476,OUT5487,2025-11-14,2025-12-29,239498,2026-01-23,239498,0,0,Paid
INV3283201,OUT5488,2025-08-25,2025-09-01,377053,2025-09-11,377053,0,0,Paid
INV4267829,OUT5488,2026-05-06,2026-05-13,489967,2026-05-12,489967,0,0,Paid
INV7535189,OUT5488,2025-12-04,2025-12-11,159706,2025-12-24,159706,0,0,Paid
INV1022239,OUT5488,2025-10-14,2025-10-21,197003,2025-10-24,197003,0,0,Paid
INV3984125,OUT5488,2025-07-14,2025-07-21,455786,2025-07-23,455786,0,0,Paid
INV1821060,OUT5488,2025-11-25,2025-12-02,63355,,0,63355,204,Overdue
INV9263930,OUT5489,2025-09-23,2025-09-23,242475,2025-09-25,242475,0,0,Paid
INV1185440,OUT5489,2025-12-21,2025-12-21,405528,2025-12-17,405528,0,0,Paid
INV7011217,OUT5489,2026-03-18,2026-03-18,210575,2026-04-09,210575,0,0,Paid
INV6716825,OUT5489,2025-10-21,2025-10-21,95821,2025-11-02,95821,0,0,Paid
INV3014042,OUT5489,2025-08-22,2025-08-22,486736,,0,486736,306,Overdue
INV4005741,OUT5489,2026-02-14,2026-02-14,241483,2026-02-12,241483,0,0,Paid
INV3958137,OUT5490,2025-07-14,2025-08-13,475507,2025-08-10,475507,0,0,Paid
INV1812339,OUT5490,2026-03-11,2026-04-10,249127,2026-04-18,249127,0,0,Paid
INV8906842,OUT5490,2025-12-15,2026-01-14,491402,2026-01-11,491402,0,0,Paid
INV512345,OUT5490,2026-04-05,2026-05-05,182479,2026-06-02,182479,0,0,Paid
INV7002940,OUT5490,2025-11-17,2025-12-17,347969,2026-01-02,347969,0,0,Paid
INV1584167,OUT5490,2025-09-09,2025-10-09,242520,2025-10-12,242520,0,0,Paid
INV9317504,OUT5490,2025-08-19,2025-09-18,61280,2025-10-17,61280,0,0,Paid
INV822861,OUT5490,2025-11-01,2025-12-01,467291,2025-11-29,467291,0,0,Paid
INV2788103,OUT5490,2026-05-20,2026-06-19,43853,2026-07-08,43853,0,0,Paid
INV6808867,OUT5491,2025-12-11,2025-12-18,391210,2025-12-15,391210,0,0,Paid
INV4411476,OUT5491,2026-03-07,2026-03-14,325838,2026-04-01,325838,0,0,Paid
INV7682861,OUT5491,2025-11-09,2025-11-16,134700,2025-11-29,134700,0,0,Paid
INV573630,OUT5491,2026-01-10,2026-01-17,281625,2026-01-24,281625,0,0,Paid
INV2066341,OUT5491,2026-06-10,2026-06-17,443286,,0,443286,7,Outstanding
INV2015532,OUT5491,2026-04-28,2026-05-05,453295,2026-05-21,453295,0,0,Paid
INV6785705,OUT5492,2026-05-02,2026-06-16,465193,,0,465193,8,Overdue
INV1780258,OUT5492,2025-09-08,2025-10-23,453531,2025-11-12,453531,0,0,Paid
INV5714962,OUT5492,2025-09-09,2025-10-24,213289,2025-11-07,213289,0,0,Paid
INV2019700,OUT5492,2025-12-17,2026-01-31,484310,2026-02-07,484310,0,0,Paid
INV6472532,OUT5492,2025-07-18,2025-09-01,200320,2025-08-27,200320,0,0,Paid
INV4090296,OUT5492,2026-01-16,2026-03-02,363944,2026-03-31,363944,0,0,Paid
INV5988993,OUT5492,2025-12-13,2026-01-27,80679,,0,80679,148,Overdue
INV4971716,OUT5492,2025-07-27,2025-09-10,135090,2025-09-17,135090,0,0,Paid
INV5424625,OUT5492,2026-04-01,2026-05-16,364193,2026-05-22,364193,0,0,Paid
INV9616089,OUT5492,2025-12-29,2026-02-12,192779,2026-02-25,192779,0,0,Paid
INV7575939,OUT5493,2026-05-04,2026-06-18,337674,2026-06-19,337674,0,0,Paid
INV6874459,OUT5493,2025-12-03,2026-01-17,210940,2026-01-14,210940,0,0,Paid
INV8367478,OUT5493,2026-01-12,2026-02-26,389021,2026-03-04,389021,0,0,Paid
INV3754725,OUT5493,2026-01-28,2026-03-14,172082,2026-04-05,172082,0,0,Paid
INV1437878,OUT5493,2026-04-12,2026-05-27,355481,2026-06-05,355481,0,0,Paid
INV670084,OUT5494,2026-04-02,2026-05-02,256338,2026-05-25,256338,0,0,Paid
INV4034282,OUT5494,2025-08-13,2025-09-12,54046,,0,54046,285,Overdue
INV3429246,OUT5494,2025-08-03,2025-09-02,424415,2025-08-30,424415,0,0,Paid
INV9642156,OUT5494,2026-04-18,2026-05-18,404576,2026-05-13,404576,0,0,Paid
INV7816133,OUT5494,2025-09-05,2025-10-05,98382,2025-10-12,98382,0,0,Paid
INV1491178,OUT5494,2025-10-19,2025-11-18,95304,2025-12-07,95304,0,0,Paid
INV3536532,OUT5494,2025-08-27,2025-09-26,239585,,0,239585,271,Outstanding
INV7936522,OUT5494,2025-06-28,2025-07-28,461457,2025-07-29,461457,0,0,Paid
INV7319730,OUT5494,2025-07-03,2025-08-02,122080,2025-08-30,122080,0,0,Paid
INV4642746,OUT5494,2025-12-17,2026-01-16,285694,2026-01-11,285694,0,0,Paid
INV245722,OUT5495,2026-02-08,2026-03-25,388720,2026-03-24,388720,0,0,Paid
INV8237064,OUT5495,2026-01-25,2026-03-11,172300,,0,172300,105,Bad Debt
INV2371296,OUT5495,2025-08-04,2025-09-18,172372,2025-10-10,172372,0,0,Paid
INV3200625,OUT5495,2026-05-27,2026-07-11,388874,2026-07-19,388874,0,0,Paid
INV3903686,OUT5495,2025-10-30,2025-12-14,89147,2026-01-01,89147,0,0,Paid
INV2040870,OUT5496,2026-01-30,2026-03-01,348729,2026-03-08,348729,0,0,Paid
INV7285241,OUT5496,2026-05-03,2026-06-02,74593,2026-06-02,74593,0,0,Paid
INV2784816,OUT5496,2026-04-20,2026-05-20,426243,2026-06-03,426243,0,0,Paid
INV2744165,OUT5496,2025-07-17,2025-08-16,380742,2025-09-10,380742,0,0,Paid
INV7280086,OUT5497,2026-03-28,2026-04-12,202274,2026-04-30,202274,0,0,Paid
INV1841589,OUT5497,2026-06-08,2026-06-23,109915,2026-06-28,109915,0,0,Paid
INV8954903,OUT5497,2025-09-07,2025-09-22,406473,2025-10-19,406473,0,0,Paid
INV7963245,OUT5497,2025-12-20,2026-01-04,296665,2026-01-08,296665,0,0,Paid
INV7550742,OUT5497,2025-09-12,2025-09-27,119107,2025-09-22,119107,0,0,Paid
INV6134045,OUT5497,2026-05-24,2026-06-08,485455,2026-06-22,485455,0,0,Paid
INV75718,OUT5497,2025-08-13,2025-08-28,70453,2025-08-26,70453,0,0,Paid
INV4514523,OUT5497,2025-09-27,2025-10-12,387912,,0,387912,255,Overdue
INV1998836,OUT5497,2025-11-15,2025-11-30,16474,2025-11-27,16474,0,0,Paid
INV9282096,OUT5498,2026-02-14,2026-03-01,486403,2026-03-23,486403,0,0,Paid
INV6575868,OUT5498,2025-06-27,2025-07-12,86147,2025-07-31,86147,0,0,Paid
INV858634,OUT5498,2026-05-31,2026-06-15,221795,2026-07-13,221795,0,0,Paid
INV897431,OUT5498,2025-09-20,2025-10-05,37030,2025-10-07,37030,0,0,Paid
INV9631401,OUT5498,2025-08-10,2025-08-25,209019,,0,209019,303,Overdue
INV6964819,OUT5499,2025-07-13,2025-07-20,322528,2025-07-26,322528,0,0,Paid
INV7625058,OUT5499,2025-10-10,2025-10-17,310594,2025-11-16,310594,0,0,Paid
INV3952751,OUT5499,2026-01-15,2026-01-22,392551,2026-01-29,392551,0,0,Paid
INV1065822,OUT5499,2025-10-11,2025-10-18,106313,2025-10-16,106313,0,0,Paid
INV6754949,OUT5499,2025-11-02,2025-11-09,45806,2025-12-06,45806,0,0,Paid
INV1363418,OUT5499,2025-11-11,2025-11-18,493057,2025-11-18,493057,0,0,Paid
INV1866784,OUT5500,2025-12-03,2025-12-10,220600,2025-12-10,220600,0,0,Paid
INV7396315,OUT5500,2025-11-24,2025-12-01,438793,2025-12-14,438793,0,0,Paid
INV4075891,OUT5500,2025-11-28,2025-12-05,434902,,0,434902,201,Bad Debt
INV8785871,OUT5500,2026-04-13,2026-04-20,208492,2026-05-07,208492,0,0,Paid
INV284009,OUT5500,2025-11-21,2025-11-28,420569,2025-12-19,420569,0,0,Paid
INV4347612,OUT5500,2026-04-09,2026-04-16,197117,2026-05-15,197117,0,0,Paid
INV9289619,OUT5500,2026-03-30,2026-04-06,86157,2026-04-21,86157,0,0,Paid
INV6958656,OUT5501,2025-09-30,2025-10-07,311705,2025-10-31,311705,0,0,Paid
INV8207827,OUT5501,2025-09-08,2025-09-15,199037,2025-10-05,199037,0,0,Paid
INV1334672,OUT5501,2025-08-26,2025-09-02,455818,,0,455818,295,Overdue
INV3063762,OUT5501,2026-05-30,2026-06-06,97641,2026-06-27,97641,0,0,Paid
INV5792421,OUT5502,2026-03-29,2026-05-28,274647,2026-06-04,274647,0,0,Paid
INV6776369,OUT5502,2025-12-15,2026-02-13,446661,2026-02-11,446661,0,0,Paid
INV8177127,OUT5502,2025-10-04,2025-12-03,29344,2025-12-27,29344,0,0,Paid
INV3856841,OUT5502,2025-12-13,2026-02-11,284565,2026-02-06,284565,0,0,Paid
INV8085403,OUT5502,2026-02-27,2026-04-28,473109,2026-05-11,473109,0,0,Paid
INV1068782,OUT5502,2025-11-29,2026-01-28,265328,2026-02-02,265328,0,0,Paid
INV9152906,OUT5502,2026-06-20,2026-08-19,410427,2026-08-26,410427,0,0,Paid
INV1430310,OUT5502,2026-04-05,2026-06-04,481610,,0,481610,20,Overdue
INV1022023,OUT5502,2026-05-19,2026-07-18,159249,2026-07-23,159249,0,0,Paid
INV9927317,OUT5503,2026-02-04,2026-02-11,267510,2026-02-08,267510,0,0,Paid
INV2164084,OUT5503,2026-05-12,2026-05-19,273307,2026-06-05,273307,0,0,Paid
INV9870547,OUT5503,2025-12-25,2026-01-01,232017,2026-01-05,232017,0,0,Paid
INV1727716,OUT5503,2025-09-10,2025-09-17,80185,2025-10-05,80185,0,0,Paid
INV4203318,OUT5503,2026-05-07,2026-05-14,99748,2026-06-04,99748,0,0,Paid
INV8638614,OUT5503,2026-01-11,2026-01-18,412866,2026-01-28,412866,0,0,Paid
INV6527074,OUT5503,2025-07-23,2025-07-30,177956,2025-08-11,177956,0,0,Paid
INV9931670,OUT5504,2025-10-03,2025-10-03,149628,,0,149628,264,Bad Debt
INV7282483,OUT5504,2026-03-20,2026-03-20,287046,2026-04-18,287046,0,0,Paid
INV1641736,OUT5504,2026-05-07,2026-05-07,482529,2026-05-10,482529,0,0,Paid
INV2253270,OUT5504,2025-12-31,2025-12-31,73506,2026-01-26,73506,0,0,Paid
INV2033373,OUT5504,2026-03-25,2026-03-25,402659,2026-03-26,402659,0,0,Paid
INV875713,OUT5504,2025-09-04,2025-09-04,80263,2025-09-21,80263,0,0,Paid
INV6461046,OUT5505,2026-05-10,2026-05-10,316419,,0,316419,45,Bad Debt
INV7493485,OUT5505,2026-04-26,2026-04-26,32909,2026-05-01,32909,0,0,Paid
INV8863380,OUT5505,2026-01-01,2026-01-01,267948,2026-01-20,267948,0,0,Paid
INV9683279,OUT5505,2026-01-02,2026-01-02,28418,2026-01-22,28418,0,0,Paid
INV457172,OUT5505,2025-06-27,2025-06-27,354218,2025-06-26,354218,0,0,Paid
INV8716224,OUT5505,2025-11-05,2025-11-05,416616,,0,416616,231,Outstanding
INV5843454,OUT5505,2025-09-02,2025-09-02,387253,2025-09-20,387253,0,0,Paid
INV2111606,OUT5505,2025-10-14,2025-10-14,122729,,0,122729,253,Bad Debt
INV6732738,OUT5505,2025-09-18,2025-09-18,114564,2025-10-03,114564,0,0,Paid
INV7318308,OUT5505,2025-10-26,2025-10-26,93796,2025-10-29,93796,0,0,Paid
INV6879368,OUT5506,2026-06-03,2026-08-02,410846,2026-08-11,410846,0,0,Paid
INV2199531,OUT5506,2026-04-20,2026-06-19,257616,2026-06-20,257616,0,0,Paid
INV5634629,OUT5506,2026-03-19,2026-05-18,189884,2026-06-17,189884,0,0,Paid
INV1435296,OUT5507,2025-09-30,2025-10-07,118129,2025-10-20,118129,0,0,Paid
INV9549265,OUT5507,2026-02-16,2026-02-23,347149,2026-03-23,347149,0,0,Paid
INV7582658,OUT5507,2025-11-11,2025-11-18,411206,,0,411206,218,Bad Debt
INV7033591,OUT5507,2026-03-05,2026-03-12,81046,2026-04-04,81046,0,0,Paid
INV9594281,OUT5507,2026-03-14,2026-03-21,479137,2026-04-17,479137,0,0,Paid
